gene	knum
gene_15962	K09268
gene_15963	K09267
gene_15964	K09266
gene_15965	K09265
gene_15966	K09264
gene_15967	K09262
gene_15968	K09261
gene_15969	K09260
gene_15970	K09258
gene_15971	K09257
gene_15972	K09256
gene_15973	K09254
gene_15974	K09253
gene_15975	K09252
gene_15976	K09251
gene_15977	K09250
gene_15978	K09249
gene_15979	K09248
gene_15980	K09247
gene_15981	K09246
gene_15982	K09245
gene_15983	K09244
gene_15984	K09243
gene_15985	K09242
gene_15986	K09241
gene_15987	K09240
gene_15988	K09239
gene_15989	K09238
gene_15990	K09237
gene_15991	K09236
gene_15992	K09235
gene_15993	K09234
gene_15994	K09233
gene_15995	K09232
gene_15996	K09231
gene_15997	K09230
gene_15998	K09229
gene_15999	K09228
gene_16000	K09227
gene_16001	K09226
gene_16002	K09225
gene_16003	K09224
gene_16004	K09223
gene_16005	K09222
gene_16006	K09221
gene_16007	K09220
gene_16008	K09219
gene_16009	K09217
gene_16010	K09216
gene_16011	K09215
gene_16012	K09214
gene_16013	K09213
gene_16014	K09211
gene_16015	K09210
gene_16016	K09209
gene_16017	K09208
gene_16018	K09207
gene_16019	K09206
gene_16020	K09205
gene_16021	K09204
gene_16022	K09203
gene_16023	K09202
gene_16024	K09201
gene_16025	K09200
gene_16026	K09199
gene_16027	K09198
gene_16028	K09197
gene_16029	K09196
gene_16030	K09195
gene_16031	K09194
gene_16032	K09193
gene_16033	K09192
gene_16034	K09191
gene_16035	K09190
gene_16036	K09189
gene_16037	K09188
gene_16038	K09187
gene_16039	K09186
gene_16040	K09185
gene_16041	K09184
gene_16042	K09183
gene_16043	K09182
gene_16044	K09181
gene_16045	K09180
gene_16046	K09179
gene_16047	K09178
gene_16048	K09177
gene_16049	K09176
gene_16050	K09175
gene_16051	K09174
gene_16052	K09173
gene_16053	K09172
gene_16054	K09171
gene_16055	K09170
gene_16056	K09169
gene_16057	K09168
gene_16058	K09167
gene_16059	K09166
gene_16060	K09165
gene_16061	K09164
gene_16062	K09163
gene_16063	K09162
gene_16064	K09161
gene_16065	K09160
gene_16066	K09159
gene_16067	K09158
gene_16068	K09157
gene_16069	K09156
gene_16070	K09155
gene_16071	K09154
gene_16072	K09153
gene_16073	K09152
gene_16074	K09150
gene_16075	K09149
gene_16076	K09148
gene_16077	K09147
gene_16078	K09146
gene_16079	K09145
gene_16080	K09144
gene_16081	K09143
gene_16082	K09142
gene_16083	K09141
gene_16084	K09140
gene_16085	K09139
gene_16086	K09138
gene_16087	K09137
gene_16088	K09136
gene_16089	K09135
gene_16090	K09134
gene_16091	K09133
gene_16092	K09132
gene_16093	K09131
gene_16094	K09130
gene_16095	K09129
gene_16096	K09128
gene_16097	K09127
gene_16098	K09126
gene_16099	K09125
gene_16100	K09124
gene_16101	K09123
gene_16102	K09122
gene_16103	K09121
gene_16104	K09120
gene_16105	K09119
gene_16106	K09118
gene_16107	K09117
gene_16108	K09116
gene_16109	K09115
gene_16110	K09114
gene_16111	K09113
gene_16112	K09112
gene_16113	K09111
gene_16114	K09110
gene_16115	K09109
gene_16116	K09108
gene_16117	K09107
gene_16118	K09106
gene_16119	K09105
gene_16120	K09104
gene_16121	K09103
gene_16122	K09102
gene_16123	K09101
gene_16124	K09100
gene_16125	K09099
gene_16126	K09098
gene_16127	K09097
gene_16128	K09096
gene_16129	K09095
gene_16130	K09094
gene_16131	K09093
gene_16132	K09092
gene_16133	K09091
gene_16134	K09090
gene_16135	K09089
gene_16136	K09088
gene_16137	K09087
gene_16138	K09086
gene_16139	K09085
gene_16140	K09084
gene_16141	K09083
gene_16142	K09082
gene_16143	K09081
gene_16144	K09080
gene_16145	K09079
gene_16146	K09078
gene_16147	K09077
gene_16148	K09076
gene_16149	K09075
gene_16150	K09074
gene_16151	K09073
gene_16152	K09072
gene_16153	K09071
gene_16154	K09070
gene_16155	K09069
gene_16156	K09068
gene_16157	K09067
gene_16158	K09066
gene_16159	K09065
gene_16160	K09064
gene_16161	K09063
gene_16162	K09062
gene_16163	K09061
gene_16164	K09060
gene_16165	K09059
gene_16166	K09058
gene_16167	K09057
gene_16168	K09056
gene_16169	K09055
gene_16170	K09054
gene_16171	K09053
gene_16172	K09052
gene_16173	K09051
gene_16174	K09049
gene_16175	K09048
gene_16176	K09047
gene_16177	K09045
gene_16178	K09044
gene_16179	K09043
gene_16180	K09042
gene_16181	K09041
gene_16182	K09040
gene_16183	K09039
gene_16184	K09038
gene_16185	K09037
gene_16186	K09036
gene_16187	K09035
gene_16188	K09034
gene_16189	K09033
gene_16190	K09032
gene_16191	K09031
gene_16192	K09030
gene_16193	K09029
gene_16194	K09028
gene_16195	K09027
gene_16196	K09026
gene_16197	K09025
gene_16198	K09024
gene_16199	K09023
gene_16200	K09022
gene_16201	K09021
gene_16202	K09020
gene_16203	K09019
gene_16204	K09018
gene_16205	K09017
gene_16206	K09016
gene_16207	K09015
gene_16208	K09014
gene_16209	K09013
gene_16210	K09012
gene_16211	K09011
gene_16212	K09010
gene_16213	K09009
gene_16214	K09008
gene_16215	K09007
gene_16216	K09006
gene_16217	K09005
gene_16218	K09004
gene_16219	K09003
gene_16220	K09002
gene_16221	K09001
gene_16222	K09000
gene_16223	K08999
gene_16224	K08998
gene_16225	K08997
gene_16226	K08996
gene_16227	K08995
gene_16228	K08994
gene_16229	K08993
gene_16230	K08992
gene_16231	K08991
gene_16232	K08990
gene_16233	K08989
gene_16234	K08988
gene_16235	K08987
gene_16236	K08986
gene_16237	K08985
gene_16238	K08984
gene_16239	K08983
gene_16240	K08982
gene_16241	K08981
gene_16242	K08980
gene_16243	K08979
gene_16244	K08978
gene_16245	K08977
gene_16246	K08976
gene_16247	K08975
gene_16248	K08974
gene_16249	K08973
gene_16250	K08972
gene_16251	K08971
gene_16252	K08970
gene_16253	K08969
gene_16254	K08968
gene_16255	K08967
gene_16256	K08966
gene_16257	K08965
gene_16258	K08964
gene_16259	K08963
gene_16260	K08961
gene_16261	K08960
gene_16262	K08959
gene_16263	K08958
gene_16264	K08957
gene_16265	K08956
gene_16266	K08955
gene_16267	K08954
gene_16268	K08953
gene_16269	K08952
gene_16270	K08951
gene_16271	K08950
gene_16272	K08949
gene_16273	K08948
gene_16274	K08947
gene_16275	K08946
gene_16276	K08945
gene_16277	K08944
gene_16278	K08943
gene_16279	K08942
gene_16280	K08941
gene_16281	K08940
gene_16282	K08939
gene_16283	K08930
gene_16284	K08929
gene_16285	K08928
gene_16286	K08927
gene_16287	K08926
gene_16288	K08925
gene_16289	K08924
gene_16290	K08923
gene_16291	K08922
gene_16292	K08921
gene_16293	K08920
gene_16294	K08919
gene_16295	K08918
gene_16296	K08917
gene_16297	K08916
gene_16298	K08915
gene_16299	K08914
gene_16300	K08913
gene_16301	K08912
gene_16302	K08911
gene_16303	K08910
gene_16304	K08909
gene_16305	K08908
gene_16306	K08907
gene_16307	K08906
gene_16308	K08905
gene_16309	K08904
gene_16310	K08903
gene_16311	K08902
gene_16312	K08901
gene_16313	K08900
gene_16314	K08899
gene_16315	K08898
gene_16316	K08897
gene_16317	K08896
gene_16318	K08895
gene_16319	K08894
gene_16320	K08893
gene_16321	K08892
gene_16322	K08891
gene_16323	K08890
gene_16324	K08889
gene_16325	K08888
gene_16326	K08887
gene_16327	K08886
gene_16328	K08885
gene_16329	K08884
gene_16330	K08883
gene_16331	K08882
gene_16332	K08881
gene_16333	K08880
gene_16334	K08879
gene_16335	K08878
gene_16336	K08877
gene_16337	K08876
gene_16338	K08875
gene_16339	K08874
gene_16340	K08873
gene_16341	K08872
gene_16342	K08871
gene_16343	K08870
gene_16344	K08869
gene_16345	K08868
gene_16346	K08867
gene_16347	K08866
gene_16348	K08865
gene_16349	K08864
gene_16350	K08863
gene_16351	K08862
gene_16352	K08861
gene_16353	K08860
gene_16354	K08859
gene_16355	K08858
gene_16356	K08857
gene_16357	K08856
gene_16358	K08855
gene_16359	K08854
gene_16360	K08853
gene_16361	K08852
gene_16362	K08851
gene_16363	K08850
gene_16364	K08849
gene_16365	K08848
gene_16366	K08847
gene_16367	K08846
gene_16368	K08845
gene_16369	K08844
gene_16370	K08843
gene_16371	K08842
gene_16372	K08841
gene_16373	K08840
gene_16374	K08838
gene_16375	K08837
gene_16376	K08836
gene_16377	K08835
gene_16378	K08834
gene_16379	K08833
gene_16380	K08832
gene_16381	K08831
gene_16382	K08830
gene_16383	K08829
gene_16384	K08828
gene_16385	K08827
gene_16386	K08826
gene_16387	K08825
gene_16388	K08824
gene_16389	K08823
gene_16390	K08822
gene_16391	K08821
gene_16392	K08820
gene_16393	K08819
gene_16394	K08818
gene_16395	K08817
gene_16396	K08816
gene_16397	K08815
gene_16398	K08814
gene_16399	K08813
gene_16400	K08812
gene_16401	K08811
gene_16402	K08810
gene_16403	K08809
gene_16404	K08808
gene_16405	K08807
gene_16406	K08806
gene_16407	K08805
gene_16408	K08804
gene_16409	K08803
gene_16410	K08802
gene_16411	K08801
gene_16412	K08800
gene_16413	K08799
gene_16414	K08798
gene_16415	K08797
gene_16416	K08796
gene_16417	K08795
gene_16418	K08794
gene_16419	K08793
gene_16420	K08791
gene_16421	K08790
gene_16422	K08789
gene_16423	K08788
gene_16424	K08787
gene_16425	K08786
gene_16426	K08785
gene_16427	K08784
gene_16428	K08783
gene_16429	K08782
gene_16430	K08781
gene_16431	K08780
gene_16432	K08779
gene_16433	K08778
gene_16434	K08777
gene_16435	K08776
gene_16436	K08775
gene_16437	K08774
gene_16438	K08773
gene_16439	K08772
gene_16440	K08771
gene_16441	K08770
gene_16442	K08769
gene_16443	K08768
gene_16444	K08767
gene_16445	K08766
gene_16446	K08765
gene_16447	K08764
gene_16448	K08763
gene_16449	K08762
gene_16450	K08761
gene_16451	K08760
gene_16452	K08759
gene_16453	K08758
gene_16454	K08757
gene_16455	K08756
gene_16456	K08755
gene_16457	K08754
gene_16458	K08753
gene_16459	K08752
gene_16460	K08751
gene_16461	K08750
gene_16462	K08749
gene_16463	K08748
gene_16464	K08747
gene_16465	K08746
gene_16466	K08745
gene_16467	K08744
gene_16468	K08743
gene_16469	K08742
gene_16470	K08741
gene_16471	K08740
gene_16472	K08739
gene_16473	K08738
gene_16474	K08737
gene_16475	K08736
gene_16476	K08735
gene_16477	K08734
gene_16478	K08733
gene_16479	K08732
gene_16480	K08731
gene_16481	K08730
gene_16482	K08729
gene_16483	K08728
gene_16484	K08727
gene_16485	K08726
gene_16486	K08725
gene_16487	K08724
gene_16488	K08723
gene_16489	K08722
gene_16490	K08721
gene_16491	K08720
gene_16492	K08719
gene_16493	K08718
gene_16494	K08717
gene_16495	K08716
gene_16496	K08715
gene_16497	K08714
gene_16498	K08713
gene_16499	K08712
gene_16500	K08711
gene_16501	K08710
gene_16502	K08709
gene_16503	K08707
gene_16504	K08706
gene_16505	K08705
gene_16506	K08704
gene_16507	K08703
gene_16508	K08702
gene_16509	K08701
gene_16510	K08700
gene_16511	K08699
gene_16512	K08698
gene_16513	K08697
gene_16514	K08696
gene_16515	K08695
gene_16516	K08694
gene_16517	K08693
gene_16518	K08692
gene_16519	K08691
gene_16520	K08690
gene_16521	K08689
gene_16522	K08688
gene_16523	K08687
gene_16524	K08686
gene_16525	K08685
gene_16526	K08683
gene_16527	K08682
gene_16528	K08681
gene_16529	K08680
gene_16530	K08679
gene_16531	K08678
gene_16532	K08677
gene_16533	K08676
gene_16534	K08675
gene_16535	K08674
gene_16536	K08673
gene_16537	K08672
gene_16538	K08671
gene_16539	K08670
gene_16540	K08669
gene_16541	K08668
gene_16542	K08667
gene_16543	K08666
gene_16544	K08665
gene_16545	K08664
gene_16546	K08663
gene_16547	K08662
gene_16548	K08661
gene_16549	K08660
gene_16550	K08659
gene_16551	K08658
gene_16552	K08657
gene_16553	K08656
gene_16554	K08655
gene_16555	K08654
gene_16556	K08653
gene_16557	K08652
gene_16558	K08651
gene_16559	K08650
gene_16560	K08649
gene_16561	K08648
gene_16562	K08647
gene_16563	K08646
gene_16564	K08645
gene_16565	K08644
gene_16566	K08643
gene_16567	K08642
gene_16568	K08641
gene_16569	K08640
gene_16570	K08639
gene_16571	K08638
gene_16572	K08637
gene_16573	K08636
gene_16574	K08635
gene_16575	K08634
gene_16576	K08633
gene_16577	K08632
gene_16578	K08631
gene_16579	K08630
gene_16580	K08629
gene_16581	K08628
gene_16582	K08627
gene_16583	K08626
gene_16584	K08625
gene_16585	K08624
gene_16586	K08623
gene_16587	K08622
gene_16588	K08621
gene_16589	K08620
gene_16590	K08619
gene_16591	K08618
gene_16592	K08617
gene_16593	K08616
gene_16594	K08615
gene_16595	K08614
gene_16596	K08613
gene_16597	K08612
gene_16598	K08611
gene_16599	K08610
gene_16600	K08609
gene_16601	K08608
gene_16602	K08607
gene_16603	K08606
gene_16604	K08605
gene_16605	K08604
gene_16606	K08603
gene_16607	K08602
gene_16608	K08601
gene_16609	K08600
gene_16610	K08599
gene_16611	K08598
gene_16612	K08597
gene_16613	K08596
gene_16614	K08595
gene_16615	K08594
gene_16616	K08593
gene_16617	K08592
gene_16618	K08591
gene_16619	K08590
gene_16620	K08589
gene_16621	K08588
gene_16622	K08587
gene_16623	K08586
gene_16624	K08585
gene_16625	K08584
gene_16626	K08583
gene_16627	K08582
gene_16628	K08581
gene_16629	K08580
gene_16630	K08579
gene_16631	K08578
gene_16632	K08577
gene_16633	K08576
gene_16634	K08575
gene_16635	K08574
gene_16636	K08573
gene_16637	K08572
gene_16638	K08571
gene_16639	K08570
gene_16640	K08569
gene_16641	K08568
gene_16642	K08566
gene_16643	K08565
gene_16644	K08564
gene_16645	K08563
gene_16646	K08562
gene_16647	K08561
gene_16648	K08560
gene_16649	K08559
gene_16650	K08558
gene_16651	K08557
gene_16652	K08556
gene_16653	K08555
gene_16654	K08554
gene_16655	K08553
gene_16656	K08552
gene_16657	K08551
gene_16658	K08550
gene_16659	K08549
gene_16660	K08548
gene_16661	K08547
gene_16662	K08546
gene_16663	K08545
gene_16664	K08544
gene_16665	K08543
gene_16666	K08542
gene_16667	K08541
gene_16668	K08540
gene_16669	K08539
gene_16670	K08538
gene_16671	K08537
gene_16672	K08536
gene_16673	K08535
gene_16674	K08534
gene_16675	K08533
gene_16676	K08532
gene_16677	K08531
gene_16678	K08530
gene_16679	K08529
gene_16680	K08528
gene_16681	K08527
gene_16682	K08526
gene_16683	K08525
gene_16684	K08524
gene_16685	K08523
gene_16686	K08522
gene_16687	K08521
gene_16688	K08520
gene_16689	K08519
gene_16690	K08518
gene_16691	K08517
gene_16692	K08516
gene_16693	K08515
gene_16694	K08514
gene_16695	K08513
gene_16696	K08512
gene_16697	K08511
gene_16698	K08510
gene_16699	K08509
gene_16700	K08508
gene_16701	K08507
gene_16702	K08506
gene_16703	K08505
gene_16704	K08504
gene_16705	K08503
gene_16706	K08502
gene_16707	K08501
gene_16708	K08500
gene_16709	K08499
gene_16710	K08498
gene_16711	K08497
gene_16712	K08496
gene_16713	K08495
gene_16714	K08494
gene_16715	K08493
gene_16716	K08492
gene_16717	K08491
gene_16718	K08490
gene_16719	K08489
gene_16720	K08488
gene_16721	K08487
gene_16722	K08486
gene_16723	K08485
gene_16724	K08484
gene_16725	K08483
gene_16726	K08482
gene_16727	K08481
gene_16728	K08480
gene_16729	K08479
gene_16730	K08478
gene_16731	K08477
gene_16732	K08476
gene_16733	K08475
gene_16734	K08474
gene_16735	K08473
gene_16736	K08472
gene_16737	K08471
gene_16738	K08470
gene_16739	K08469
gene_16740	K08468
gene_16741	K08467
gene_16742	K08466
gene_16743	K08465
gene_16744	K08464
gene_16745	K08463
gene_16746	K08462
gene_16747	K08461
gene_16748	K08460
gene_16749	K08459
gene_16750	K08458
gene_16751	K08457
gene_16752	K08456
gene_16753	K08455
gene_16754	K08454
gene_16755	K08453
gene_16756	K08452
gene_16757	K08451
gene_16758	K08450
gene_16759	K08449
gene_16760	K08448
gene_16761	K08447
gene_16762	K08446
gene_16763	K08445
gene_16764	K08444
gene_16765	K08443
gene_16766	K08442
gene_16767	K08441
gene_16768	K08440
gene_16769	K08439
gene_16770	K08438
gene_16771	K08437
gene_16772	K08436
gene_16773	K08435
gene_16774	K08434
gene_16775	K08433
gene_16776	K08432
gene_16777	K08431
gene_16778	K08430
gene_16779	K08429
gene_16780	K08428
gene_16781	K08427
gene_16782	K08426
gene_16783	K08425
gene_16784	K08424
gene_16785	K08423
gene_16786	K08422
gene_16787	K08421
gene_16788	K08420
gene_16789	K08419
gene_16790	K08418
gene_16791	K08417
gene_16792	K08416
gene_16793	K08415
gene_16794	K08414
gene_16795	K08413
gene_16796	K08412
gene_16797	K08411
gene_16798	K08410
gene_16799	K08409
gene_16800	K08408
gene_16801	K08407
gene_16802	K08406
gene_16803	K08405
gene_16804	K08404
gene_16805	K08403
gene_16806	K08402
gene_16807	K08401
gene_16808	K08400
gene_16809	K08399
gene_16810	K08398
gene_16811	K08397
gene_16812	K08396
gene_16813	K08395
gene_16814	K08394
gene_16815	K08393
gene_16816	K08392
gene_16817	K08391
gene_16818	K08390
gene_16819	K08389
gene_16820	K08388
gene_16821	K08387
gene_16822	K08386
gene_16823	K08385
gene_16824	K08384
gene_16825	K08383
gene_16826	K08382
gene_16827	K08381
gene_16828	K08380
gene_16829	K08379
gene_16830	K08378
gene_16831	K08377
gene_16832	K08376
gene_16833	K08375
gene_16834	K08374
gene_16835	K08373
gene_16836	K08372
gene_16837	K08371
gene_16838	K08370
gene_16839	K08369
gene_16840	K08368
gene_16841	K08367
gene_16842	K08366
gene_16843	K08365
gene_16844	K08364
gene_16845	K08363
gene_16846	K08362
gene_16847	K08360
gene_16848	K08359
gene_16849	K08358
gene_16850	K08357
gene_16851	K08356
gene_16852	K08355
gene_16853	K08354
gene_16854	K08353
gene_16855	K08352
gene_16856	K08351
gene_16857	K08350
gene_16858	K08349
gene_16859	K08348
gene_16860	K08344
gene_16861	K08343
gene_16862	K08342
gene_16863	K08341
gene_16864	K08340
gene_16865	K08339
gene_16866	K08338
gene_16867	K08337
gene_16868	K08336
gene_16869	K08335
gene_16870	K08334
gene_16871	K08333
gene_16872	K08332
gene_16873	K08331
gene_16874	K08330
gene_16875	K08329
gene_16876	K08328
gene_16877	K08327
gene_16878	K08326
gene_16879	K08325
gene_16880	K08324
gene_16881	K08323
gene_16882	K08322
gene_16883	K08321
gene_16884	K08320
gene_16885	K08319
gene_16886	K08318
gene_16887	K08317
gene_16888	K08316
gene_16889	K08315
gene_16890	K08314
gene_16891	K08313
gene_16892	K08312
gene_16893	K08311
gene_16894	K08310
gene_16895	K08309
gene_16896	K08308
gene_16897	K08307
gene_16898	K08306
gene_16899	K08305
gene_16900	K08304
gene_16901	K08303
gene_16902	K08302
gene_16903	K08301
gene_16904	K08300
gene_16905	K08299
gene_16906	K08298
gene_16907	K08297
gene_16908	K08296
gene_16909	K08295
gene_16910	K08294
gene_16911	K08293
gene_16912	K08292
gene_16913	K08291
gene_16914	K08290
gene_16915	K08289
gene_16916	K08288
gene_16917	K08287
gene_16918	K08286
gene_16919	K08285
gene_16920	K08284
gene_16921	K08283
gene_16922	K08282
gene_16923	K08281
gene_16924	K08280
gene_16925	K08279
gene_16926	K08278
gene_16927	K08277
gene_16928	K08276
gene_16929	K08275
gene_16930	K08274
gene_16931	K08273
gene_16932	K08272
gene_16933	K08271
gene_16934	K08270
gene_16935	K08269
gene_16936	K08268
gene_16937	K08267
gene_16938	K08266
gene_16939	K08265
gene_16940	K08264
gene_16941	K08262
gene_16942	K08261
gene_16943	K08260
gene_16944	K08259
gene_16945	K08258
gene_16946	K08257
gene_16947	K08256
gene_16948	K08255
gene_16949	K08254
gene_16950	K08253
gene_16951	K08252
gene_16952	K08251
gene_16953	K08249
gene_16954	K08248
gene_16955	K08247
gene_16956	K08246
gene_16957	K08245
gene_16958	K08244
gene_16959	K08243
gene_16960	K08242
gene_16961	K08241
gene_16962	K08240
gene_16963	K08239
gene_16964	K08238
gene_16965	K08237
gene_16966	K08236
gene_16967	K08235
gene_16968	K08234
gene_16969	K08233
gene_16970	K08232
gene_16971	K08231
gene_16972	K08230
gene_16973	K08229
gene_16974	K08228
gene_16975	K08227
gene_16976	K08226
gene_16977	K08225
gene_16978	K08224
gene_16979	K08223
gene_16980	K08222
gene_16981	K08221
gene_16982	K08220
gene_16983	K08219
gene_16984	K08218
gene_16985	K08217
gene_16986	K08216
gene_16987	K08215
gene_16988	K08214
gene_16989	K08213
gene_16990	K08212
gene_16991	K08211
gene_16992	K08210
gene_16993	K08209
gene_16994	K08208
gene_16995	K08207
gene_16996	K08206
gene_16997	K08205
gene_16998	K08204
gene_16999	K08203
gene_17000	K08202
gene_17001	K08200
gene_17002	K08199
gene_17003	K08198
gene_17004	K08197
gene_17005	K08196
gene_17006	K08195
gene_17007	K08194
gene_17008	K08193
gene_17009	K08192
gene_17010	K08191
gene_17011	K08190
gene_17012	K08189
gene_17013	K08188
gene_17014	K08187
gene_17015	K08186
gene_17016	K08185
gene_17017	K08184
gene_17018	K08183
gene_17019	K08182
gene_17020	K08181
gene_17021	K08180
gene_17022	K08179
gene_17023	K08178
gene_17024	K08177
gene_17025	K08176
gene_17026	K08175
gene_17027	K08174
gene_17028	K08173
gene_17029	K08172
gene_17030	K08171
gene_17031	K08170
gene_17032	K08169
gene_17033	K08168
gene_17034	K08167
gene_17035	K08166
gene_17036	K08165
gene_17037	K08164
gene_17038	K08163
gene_17039	K08162
gene_17040	K08161
gene_17041	K08160
gene_17042	K08159
gene_17043	K08158
gene_17044	K08157
gene_17045	K08156
gene_17046	K08155
gene_17047	K08154
gene_17048	K08153
gene_17049	K08152
gene_17050	K08151
gene_17051	K08150
gene_17052	K08149
gene_17053	K08148
gene_17054	K08147
gene_17055	K08146
gene_17056	K08145
gene_17057	K08144
gene_17058	K08143
gene_17059	K08142
gene_17060	K08141
gene_17061	K08139
gene_17062	K08138
